15378
15
202777568
116939114
 0 1 1 190 765  13 (D 0,1,1) (S 21,1,2) (S 1,2,2) (S 22,2,3) (S 23,2,4) (S 24,4,5) (S 2,5,5) (S 25,5,6) (S 26,5,7) (S 27,7,8) (S 74,50,52) (S 76,52,53) (D 0,1,1)
 0 1 2 189 859  8 (D 0,1,1) (S 95,4,69) (S 94,59,69) (S 83,58,59) (S 85,58,60) (S 86,60,61) (S 80,55,56) (D 0,1,1)
 0 1 3 189 807  10 (D 0,1,1) (S 28,8,9) (S 29,9,10) (S 30,11,12) (S 31,12,16) (S 5,16,16) (S 3,13,13) (S 32,13,16) (S 77,52,54) (D 0,1,1)
 0 1 4 187 812  15 (D 0,1,1) (S 93,58,69) (S 66,44,45) (S 67,45,46) (S 69,46,47) (S 70,47,48) (S 71,47,49) (S 72,49,50) (S 15,50,50) (S 73,49,51) (S 16,51,51) (S 75,51,53) (S 106,21,51) (S 43,22,24) (D 0,1,1)
 0 1 5 187 1070  12 (D 0,1,1) (S 68,44,46) (S 107,44,59) (S 87,60,62) (S 88,62,63) (S 89,63,64) (S 90,63,65) (S 17,65,65) (S 91,62,66) (S 81,42,57) (S 62,39,40) (D 0,1,1)
 0 1 6 189 1004  10 (D 0,1,1) (S 84,11,59) (S 41,21,22) (S 42,22,75) (S 19,75,75) (S 45,25,75) (S 46,25,26) (S 48,26,27) (S 47,23,26) (D 0,1,1)
 0 1 7 190 822  10 (D 0,1,1) (S 20,76,76) (S 105,76,77) (S 33,13,14) (S 4,15,15) (S 35,15,17) (S 36,15,18) (S 39,18,20) (S 103,20,76) (D 0,1,1)
 0 1 8 188 867  6 (D 0,1,1) (S 92,66,68) (S 13,42,42) (S 14,43,43) (S 65,43,44) (D 0,1,1)
 0 1 9 189 1431  10 (D 0,1,1) (S 82,57,58) (S 12,41,41) (S 63,35,39) (S 64,35,41) (S 11,37,37) (S 60,37,38) (S 61,37,39) (S 99,72,73) (D 0,1,1)
 0 1 10 190 1285  11 (D 0,1,1) (S 6,24,24) (S 44,24,25) (S 51,25,29) (S 8,29,29) (S 50,28,29) (S 49,26,28) (S 53,23,31) (S 18,73,73) (S 98,71,73) (D 0,1,1)
 0 1 11 188 1357  9 (D 0,1,1) (S 78,24,53) (S 38,19,20) (S 37,18,19) (S 40,19,21) (S 79,19,50) (S 102,23,75) (S 97,71,72) (D 0,1,1)
 0 1 12 186 1115  6 (D 0,1,1) (S 101,18,72) (S 100,73,74) (S 96,70,71) (S 104,15,77) (D 0,1,1)
 0 1 13 189 1347  9 (D 0,1,1) (S 34,13,77) (S 7,27,27) (S 9,31,31) (S 54,31,32) (S 55,32,33) (S 58,33,36) (S 10,34,34) (D 0,1,1)
 0 1 14 143 1010  5 (D 0,1,1) (S 52,30,31) (S 56,32,34) (S 57,32,35) (D 0,1,1)
 0 1 15 75 827  3 (D 0,1,1) (S 59,33,37) (D 0,1,1)
