0
11
46685902
802665
 0 1 1 49 inf  9 (D 0,1,1) (S 31,1,10) (S 51,10,9) (S 5,9,9) (S 77,9,8) (S 4,8,8) (S 39,8,14) (S 9,14,14) (D 0,1,1)
 0 1 2 64 inf  7 (D 0,1,1) (S 38,1,33) (S 18,33,33) (S 13,26,26) (S 24,26,27) (S 25,27,34) (D 0,1,1)
 0 1 3 60 inf  10 (D 0,1,1) (S 41,1,35) (S 20,35,35) (S 74,35,34) (S 19,34,34) (S 84,35,28) (S 14,28,28) (S 57,28,27) (S 63,27,28) (D 0,1,1)
 0 1 4 53 inf  13 (D 0,1,1) (S 46,1,2) (S 1,2,2) (S 37,2,36) (S 81,36,37) (S 21,37,37) (S 44,37,3) (S 35,3,7) (S 3,7,7) (S 28,7,13) (S 8,13,13) (S 40,13,19) (D 0,1,1)
 0 1 5 15 inf  4 (D 0,1,1) (S 60,1,8) (S 70,8,9) (D 0,1,1)
 0 1 6 61 inf  12 (D 0,1,1) (S 72,1,40) (S 23,40,40) (S 61,2,6) (S 2,6,6) (S 62,6,7) (S 68,6,12) (S 7,12,12) (S 42,12,17) (S 76,17,13) (S 56,18,13) (D 0,1,1)
 0 1 7 63 inf  15 (D 0,1,1) (S 64,2,3) (S 54,3,37) (S 52,37,36) (S 79,37,38) (S 67,38,37) (S 75,38,39) (S 22,39,39) (S 59,39,38) (S 73,30,31) (S 16,31,31) (S 58,31,30) (S 83,31,37) (S 71,3,4) (D 0,1,1)
 0 1 8 24 inf  5 (D 0,1,1) (S 6,11,11) (S 32,11,16) (S 43,16,10) (D 0,1,1)
 0 1 9 29 inf  9 (D 0,1,1) (S 48,11,12) (S 55,12,6) (S 69,11,1) (S 34,4,38) (S 47,4,3) (S 50,5,39) (S 82,5,4) (D 0,1,1)
 0 1 10 30 inf  5 (D 0,1,1) (S 11,18,18) (S 26,18,22) (S 30,22,25) (D 0,1,1)
 0 1 11 8 inf  3 (D 0,1,1) (S 85,18,17) (D 0,1,1)
