0
10
63034440
847706
 0 1 1 149 inf  19 (D 0,1,1) (S 21,1,35) (S 42,35,28) (S 55,28,35) (S 59,35,34) (S 16,34,34) (S 13,26,26) (S 34,26,33) (S 15,33,33) (S 43,33,34) (S 40,26,27) (S 20,27,34) (S 79,27,28) (S 69,28,27) (S 62,35,36) (S 17,36,36) (S 73,36,35) (S 18,37,37) (D 0,1,1)
 0 1 2 20 inf  4 (D 0,1,1) (S 23,1,10) (S 24,10,16) (D 0,1,1)
 0 1 3 10 inf  3 (D 0,1,1) (S 26,1,40) (D 0,1,1)
 0 1 4 26 inf  5 (D 0,1,1) (S 38,1,11) (S 8,11,11) (S 28,11,16) (D 0,1,1)
 0 1 5 126 inf  25 (D 0,1,1) (S 52,1,6) (S 4,6,6) (S 74,6,7) (S 5,7,7) (S 76,6,2) (S 1,2,2) (S 39,2,6) (S 48,2,3) (S 2,3,3) (S 27,3,37) (S 65,37,31) (S 14,31,31) (S 51,31,37) (S 29,30,31) (S 80,31,32) (S 50,32,31) (S 75,32,39) (S 19,39,39) (S 58,39,5) (S 3,5,5) (S 57,30,37) (S 78,30,29) (S 44,29,36) (D 0,1,1)
 0 1 6 13 inf  4 (D 0,1,1) (S 82,1,2) (S 56,2,36) (D 0,1,1)
 0 1 7 12 inf  5 (D 0,1,1) (S 33,3,7) (S 72,3,4) (S 32,4,5) (D 0,1,1)
 0 1 8 4 inf  3 (D 0,1,1) (S 35,4,38) (D 0,1,1)
 0 1 9 54 inf  11 (D 0,1,1) (S 81,4,3) (S 63,12,17) (S 25,17,18) (S 11,18,18) (S 30,18,22) (S 12,22,22) (S 41,25,22) (S 60,25,24) (S 45,24,25) (D 0,1,1)
 0 1 10 36 inf  6 (D 0,1,1) (S 70,12,11) (S 77,12,13) (S 9,13,13) (S 64,13,12) (D 0,1,1)
