0
10
26645678
1854756
 0 1 1 24 inf  5 (D 0,1,1) (S 2,3,3) (S 15,3,4) (S 3,4,4) (D 0,1,1)
 0 1 2 40 inf  8 (D 0,1,1) (S 41,3,1) (S 6,9,9) (S 19,9,10) (S 7,10,10) (S 38,10,11) (S 42,11,5) (D 0,1,1)
 0 1 3 39 inf  9 (D 0,1,1) (S 29,9,3) (S 20,19,22) (S 44,22,23) (S 13,23,23) (S 25,23,24) (S 14,24,24) (S 27,21,15) (D 0,1,1)
 0 1 4 40 inf  6 (D 0,1,1) (S 30,19,9) (S 33,19,20) (S 12,20,20) (S 35,20,10) (D 0,1,1)
 0 1 5 38 inf  9 (D 0,1,1) (S 45,20,23) (S 31,23,22) (S 43,24,23) (S 8,11,11) (S 23,11,15) (S 26,15,21) (S 24,21,24) (D 0,1,1)
 0 1 6 19 inf  3 (D 0,1,1) (S 4,5,5) (D 0,1,1)
 0 1 7 29 inf  6 (D 0,1,1) (S 34,15,16) (S 22,16,17) (S 11,17,17) (S 9,13,13) (D 0,1,1)
 0 1 8 19 inf  5 (D 0,1,1) (S 28,16,15) (S 32,16,12) (S 17,12,13) (D 0,1,1)
 0 1 9 7 inf  3 (D 0,1,1) (S 36,12,11) (D 0,1,1)
 0 1 10 39 inf  8 (D 0,1,1) (S 37,12,6) (S 21,6,7) (S 40,7,8) (S 5,8,8) (S 18,8,14) (S 10,14,14) (D 0,1,1)
