100
12
122123423
13198579
 0 1 1 44 inf  11 (D 0,1,1) (S 28,1,9) (S 41,9,14) (S 5,14,14) (S 71,14,23) (S 13,23,23) (S 76,23,15) (S 6,15,15) (S 30,15,16) (S 7,16,16) (D 0,1,1)
 0 1 2 12 inf  3 (D 0,1,1) (S 38,1,16) (D 0,1,1)
 0 1 3 74 inf  11 (D 0,1,1) (S 43,1,10) (S 2,10,10) (S 39,11,12) (S 3,12,12) (S 73,7,12) (S 9,19,19) (S 54,19,32) (S 50,32,40) (S 48,40,47) (D 0,1,1)
 0 1 4 66 inf  13 (D 0,1,1) (S 85,1,5) (S 1,5,5) (S 51,5,6) (S 27,6,7) (S 66,19,18) (S 8,18,18) (S 69,18,17) (S 46,17,31) (S 19,31,31) (S 31,31,39) (S 47,39,47) (D 0,1,1)
 0 1 5 97 inf  17 (D 0,1,1) (S 87,1,15) (S 65,15,24) (S 107,24,29) (S 17,29,29) (S 63,29,24) (S 109,24,23) (S 91,23,22) (S 12,22,22) (S 52,22,28) (S 16,28,28) (S 119,28,36) (S 53,36,44) (S 42,44,45) (S 35,45,48) (S 25,48,48) (D 0,1,1)
 0 1 6 89 inf  20 (D 0,1,1) (S 56,5,10) (S 68,11,6) (S 100,6,11) (S 94,11,10) (S 108,11,18) (S 57,17,24) (S 102,23,14) (S 86,14,22) (S 11,21,21) (S 59,21,26) (S 96,26,34) (S 20,34,34) (S 49,34,35) (S 21,35,35) (S 98,36,38) (S 40,38,39) (S 115,39,40) (S 78,40,39) (D 0,1,1)
 0 1 7 41 inf  12 (D 0,1,1) (S 74,5,1) (S 99,15,23) (S 116,23,29) (S 104,29,23) (S 117,23,24) (S 110,21,22) (S 4,13,13) (S 36,13,22) (S 80,13,8) (S 33,8,9) (D 0,1,1)
 0 1 8 31 inf  7 (D 0,1,1) (S 60,2,3) (S 58,3,6) (S 67,17,30) (S 18,30,30) (S 61,30,39) (D 0,1,1)
 0 1 9 30 inf  7 (D 0,1,1) (S 70,2,5) (S 106,3,4) (S 34,4,7) (S 77,30,17) (S 92,13,9) (D 0,1,1)
 0 1 10 65 inf  19 (D 0,1,1) (S 97,4,3) (S 105,26,27) (S 15,27,27) (S 89,27,26) (S 93,27,28) (S 103,36,28) (S 114,36,35) (S 55,38,46) (S 72,46,45) (S 81,45,50) (S 26,50,50) (S 88,50,45) (S 83,45,46) (S 84,45,49) (S 82,49,50) (S 101,50,46) (S 112,49,45) (D 0,1,1)
 0 1 11 29 inf  7 (D 0,1,1) (S 118,8,13) (S 23,42,42) (S 79,42,34) (S 24,43,43) (S 32,43,48) (D 0,1,1)
 0 1 12 22 100  5 (D 0,1,1) (S 64,43,42) (S 111,43,35) (S 95,44,43) (D 0,1,1)
