18549
20
300597058
294832138
 0 1 1 235 977  12 (D 0,1,1) (S 169,1,116) (S 170,116,117) (S 172,117,118) (S 268,118,117) (S 173,117,119) (S 269,119,117) (S 266,117,116) (S 265,116,1) (S 264,114,113) (S 151,97,98) (D 0,1,1)
 0 1 2 233 675  17 (D 0,1,1) (S 267,117,2) (S 1,2,2) (S 171,2,117) (S 42,120,120) (S 43,122,122) (S 30,87,87) (S 240,87,86) (S 144,86,87) (S 239,86,85) (S 143,85,86) (S 238,85,84) (S 142,84,85) (S 236,84,82) (S 138,82,83) (S 234,83,82) (D 0,1,1)
 0 1 3 234 935  11 (D 0,1,1) (S 41,114,114) (S 174,114,118) (S 270,118,114) (S 168,113,114) (S 262,113,112) (S 166,112,113) (S 263,113,103) (S 260,112,110) (S 119,67,69) (D 0,1,1)
 0 1 4 234 698  12 (D 0,1,1) (S 261,112,107) (S 159,107,108) (S 39,108,108) (S 161,108,109) (S 255,108,107) (S 162,107,110) (S 163,110,111) (S 40,111,111) (S 259,111,110) (S 164,110,112) (D 0,1,1)
 0 1 5 235 1008  15 (D 0,1,1) (S 165,107,112) (S 254,107,106) (S 38,106,106) (S 158,106,107) (S 258,110,107) (S 256,108,106) (S 160,106,108) (S 253,106,105) (S 157,105,106) (S 252,105,104) (S 37,104,104) (S 156,104,105) (S 247,98,97) (D 0,1,1)
 0 1 6 235 839  18 (D 0,1,1) (S 44,123,123) (S 176,124,126) (S 45,126,126) (S 177,126,127) (S 46,127,127) (S 178,127,128) (S 180,128,129) (S 276,129,128) (S 274,128,127) (S 181,127,129) (S 277,129,127) (S 273,127,126) (S 182,126,130) (S 272,126,124) (S 184,131,132) (S 185,132,133) (D 0,1,1)
 0 1 7 235 955  12 (D 0,1,1) (S 36,103,103) (S 167,103,113) (S 251,104,102) (S 35,102,102) (S 155,102,104) (S 31,94,94) (S 243,93,64) (S 115,64,65) (S 211,65,64) (S 199,56,55) (D 0,1,1)
 0 1 8 235 1037  9 (D 0,1,1) (S 271,124,4) (S 175,4,124) (S 183,126,131) (S 47,131,131) (S 279,131,126) (S 48,132,132) (S 215,69,67) (D 0,1,1)
 0 1 9 232 852  13 (D 0,1,1) (S 193,125,138) (S 287,138,136) (S 50,136,136) (S 190,136,137) (S 286,137,136) (S 191,136,138) (S 288,138,131) (S 192,131,138) (S 289,138,125) (S 188,134,135) (S 282,134,133) (D 0,1,1)
 0 1 10 234 811  17 (D 0,1,1) (S 237,84,83) (S 141,83,84) (S 140,82,84) (S 146,82,92) (S 241,92,89) (S 145,89,92) (S 242,92,82) (S 233,82,80) (S 29,80,80) (S 136,80,81) (S 139,81,83) (S 235,83,81) (S 231,81,79) (S 134,79,80) (S 230,80,79) (D 0,1,1)
 0 1 11 235 1391  15 (D 0,1,1) (S 285,136,134) (S 189,134,136) (S 49,133,133) (S 186,133,134) (S 187,133,135) (S 283,135,133) (S 281,133,132) (S 280,132,131) (S 284,135,134) (S 278,130,126) (S 137,80,82) (S 232,81,80) (S 103,55,56) (D 0,1,1)
 0 1 12 221 inf  14 (D 0,1,1) (S 275,128,3) (S 179,3,128) (S 135,79,81) (S 229,79,78) (S 133,78,79) (S 228,78,77) (S 28,77,77) (S 132,77,78) (S 226,77,76) (S 130,76,77) (S 227,77,46) (S 93,46,47) (D 0,1,1)
 0 1 13 231 919  14 (D 0,1,1) (S 117,66,67) (S 118,67,68) (S 214,68,67) (S 213,67,66) (S 212,66,62) (S 113,62,63) (S 114,63,64) (S 147,64,93) (S 244,93,63) (S 148,63,93) (S 209,63,62) (S 210,64,63) (D 0,1,1)
 0 1 14 232 1036  15 (D 0,1,1) (S 250,100,99) (S 34,99,99) (S 154,99,100) (S 248,99,96) (S 33,96,96) (S 150,96,97) (S 153,97,99) (S 249,99,97) (S 246,97,96) (S 152,96,99) (S 245,96,95) (S 149,95,96) (S 120,69,70) (D 0,1,1)
 0 1 15 235 1054  14 (D 0,1,1) (S 122,69,71) (S 26,71,71) (S 123,71,72) (S 124,72,73) (S 126,73,74) (S 129,74,76) (S 224,76,75) (S 27,75,75) (S 128,75,76) (S 225,76,74) (S 222,74,73) (S 20,45,45) (D 0,1,1)
 0 1 16 235 921  15 (D 0,1,1) (S 217,71,70) (S 25,70,70) (S 121,70,71) (S 218,71,69) (S 216,70,69) (S 293,70,58) (S 106,58,59) (S 107,59,60) (S 109,60,61) (S 24,61,61) (S 205,61,60) (S 203,60,59) (S 197,58,70) (D 0,1,1)
 0 1 17 228 1169  9 (D 0,1,1) (S 257,109,108) (S 32,95,95) (S 116,62,66) (S 208,62,57) (S 105,57,58) (S 201,58,57) (S 112,57,62) (D 0,1,1)
 0 1 18 233 1088  14 (D 0,1,1) (S 125,72,74) (S 221,74,72) (S 219,72,71) (S 220,73,72) (S 223,73,44) (S 19,44,44) (S 90,44,45) (S 108,45,60) (S 204,60,45) (S 110,59,61) (S 206,61,59) (S 207,61,49) (D 0,1,1)
 0 1 19 234 1196  12 (D 0,1,1) (S 131,46,77) (S 127,44,73) (S 200,57,56) (S 104,56,57) (S 194,55,140) (S 290,140,55) (S 198,55,54) (S 102,54,55) (S 195,54,140) (S 291,140,54) (D 0,1,1)
 0 1 20 91 988  6 (D 0,1,1) (S 202,59,58) (S 22,49,49) (S 101,49,140) (S 111,49,61) (D 0,1,1)
